DATE_TIME,SOURCE_KEY,AC_POWER,DC_POWER,DAILY_YIELD
2020-05-23,1.0,34726.341072229996,355283.96429170005,8673.0
2020-05-24,1.0,33170.41428551,339436.8214218,8273.0
2020-05-25,1.0,36249.536309766016,371166.74999493995,9048.0
2020-05-26,1.0,32544.542856729997,332953.1964462,8109.5
2020-05-27,1.0,27390.712500229994,279934.17857610004,6824.0
2020-05-28,1.0,34097.51750082,348916.9035599,8496.0
2020-05-29,1.0,33116.097617370004,338805.3928526,8253.0
2020-05-30,1.0,29414.524998529003,300749.28570446,7332.0
2020-05-31,1.0,23486.896428246007,240125.16071601,5889.0
2020-06-01,1.0,24096.257143180002,246334.99404139997,6012.0
2020-06-02,1.0,29365.005357330003,300248.428568,7338.0
2020-06-03,1.0,30851.071429062995,315433.89286787,7875.0
2020-06-04,1.0,32774.217857587006,335215.60713779,8196.0
2020-06-05,1.0,30600.491667729988,312924.0773847,7701.666667
2020-06-06,1.0,26149.52678562999,267473.8571425,6542.0
2020-06-07,1.0,32933.735713526,336979.85715134005,8239.0
2020-06-08,1.0,33801.935712194005,345891.52976193005,8495.0
2020-06-09,1.0,32550.62321333,332936.3749974,8189.0
2020-06-10,1.0,26295.41250086,268753.4642849,6598.0
2020-06-11,1.0,22846.62678573,233282.32143060002,5704.0
2020-06-12,1.0,23581.342857164,240870.96428726002,5903.0
2020-06-13,1.0,35046.43214171099,358709.1964157299,8654.0
2020-06-14,1.0,30010.198214346994,306634.46428620996,7487.0
2020-06-15,1.0,27815.38392885001,284334.82142193,6846.0
2020-06-16,1.0,25292.566071210003,258375.89285483,6318.0
2020-06-17,1.0,24241.952857464003,247738.21785599,6034.0
2020-05-15,2.0,24937.698214196003,254766.0535723,6274.0
2020-05-16,2.0,26668.324999680004,272479.0000086,6656.0
2020-05-17,2.0,31425.31428535,321453.0892802,7794.0
2020-05-18,2.0,21734.65000003,222111.0714314,5435.0
2020-05-19,2.0,22671.006547389996,231641.029761,6536.0
2020-05-20,2.0,24502.337141943004,250880.69999397,8982.0
2020-05-21,2.0,30345.915713989998,310494.2785664,7804.5
2020-05-22,2.0,29176.096428490007,298455.58929260005,7315.0
2020-05-23,2.0,34644.79583401999,354435.08928929997,8652.0
2020-05-24,2.0,33066.062497809995,338392.01786089997,8300.0
2020-05-25,2.0,36230.909522990005,370972.92856406,9068.0
2020-05-26,2.0,32314.317858199993,330550.5357261,8074.5
2020-05-27,2.0,27037.627857370004,276310.6035703,6740.0
2020-05-28,2.0,33945.70357267902,347369.92261314,8528.0
2020-05-29,2.0,32901.57916746002,336612.03571499995,8210.0
2020-05-30,2.0,29246.839285561,299014.01785863,7299.0
2020-05-31,2.0,23585.56428587001,241167.67857687,5816.0
2020-06-01,2.0,23901.778571169998,244339.3035683,5965.0
2020-06-02,2.0,29459.794643439993,301215.57143250003,7343.5
2020-06-03,2.0,30016.952976443008,306921.81548739003,7874.0
2020-06-04,2.0,32949.22857135099,337014.24999624,8215.0
2020-06-05,2.0,31520.930358139994,322373.32143,7783.0
2020-06-06,2.0,25984.38214305,265763.2678536,6496.0
2020-06-07,2.0,33106.81249967601,338776.03572844,8242.0
2020-06-08,2.0,34182.269880844,349800.8642991,8509.0
2020-06-09,2.0,33066.91428492899,338253.0892971,8186.0
2020-06-10,2.0,26420.105357289995,270046.35714910005,6550.0
2020-06-11,2.0,22816.932142939993,232982.1071465,5717.0
2020-06-12,2.0,23603.583928937,241101.28571669,5900.0
2020-06-13,2.0,34302.712499804,351042.23214463005,8633.0
2020-06-14,2.0,29958.051785363994,306284.51786103996,7504.0
2020-06-15,2.0,26799.632142990005,273891.64286100003,6819.0
2020-06-16,2.0,25318.08035781,258637.37499419998,6331.0
2020-06-17,2.0,24225.303571116998,247578.18928123,6052.0
2020-05-15,3.0,24533.910714209003,250608.33928503,6116.0
2020-05-16,3.0,25757.741071324006,263126.42857071,6461.0
2020-05-17,3.0,30026.465476620004,307066.5237939,7526.0
2020-05-18,3.0,21180.075000114004,216417.7678607,5309.0
2020-05-19,3.0,24307.23571406,248335.9642856,6836.0
2020-05-20,3.0,23821.661903590004,243861.4404634,8772.0
2020-05-21,3.0,29812.709642610003,305024.43929400004,7655.0
2020-05-22,3.0,28614.702578899996,292699.6607204,7135.0
2020-05-23,3.0,33737.786427959996,345129.6285731,8450.0
2020-05-24,3.0,32093.926786050008,328404.7142966,8021.0
2020-05-25,3.0,35159.20892956899,359925.98213079,8779.0
2020-05-26,3.0,31718.369642330003,324475.96429189993,7892.0
2020-05-27,3.0,26505.196427979994,270929.01785370003,6638.0
2020-05-28,3.0,33109.65785603999,338785.2214311,8278.0
2020-05-29,3.0,32075.073213850003,328130.75594179996,8007.0
2020-05-30,3.0,28535.210714095992,291685.23214399006,7143.0
2020-05-31,3.0,23456.42321486,239853.66072116,5843.0
2020-06-01,3.0,23145.953570423,236601.91072359003,5803.0
2020-06-02,3.0,28954.131546116,295999.20831847,7248.0
2020-06-03,3.0,29568.65178532899,302217.33928473,7749.0
2020-06-04,3.0,31946.991072439,326720.60713829997,7999.0
2020-06-05,3.0,30033.816071469995,307116.2321499,7518.0
2020-06-06,3.0,25707.666071550004,262976.2857201,6317.0
2020-06-07,3.0,32213.721428876004,329593.0357079,8053.0
2020-06-08,3.0,33021.376904329,337860.20238341,8283.0
2020-06-09,3.0,31653.103572465996,323731.24999916,7936.0
2020-06-10,3.0,25261.43642839,258159.025001,6362.0
2020-06-11,3.0,22349.11607139,228195.71428790002,5573.0
2020-06-12,3.0,22975.939285800003,234667.6428566,5753.0
2020-06-13,3.0,33715.96071418901,345025.30356857006,8435.0
2020-06-14,3.0,29403.180357489982,300421.28570989997,7306.0
2020-06-15,3.0,27176.337500530997,277781.73214119,6641.0
2020-06-16,3.0,24638.044642823,251675.53571688995,6166.0
2020-06-17,3.0,23695.525000044003,242147.44286431,5856.0
2020-05-15,4.0,25840.633928429994,264030.9821347,6471.0
2020-05-16,4.0,26220.744643399998,267894.4107129,6586.0
2020-05-17,4.0,30311.133332500005,310001.79166439996,7606.0
2020-05-18,4.0,21852.72857164,223309.4464281,5464.0
2020-05-19,4.0,25199.278571480005,257489.5357167,7007.0
2020-05-20,4.0,24344.31547649,249264.3928626,8964.0
2020-05-21,4.0,31053.17535769999,317809.8357071,7993.0
2020-05-22,4.0,27681.783928220004,282240.03572519997,6897.0
2020-05-23,4.0,34651.49785607401,354507.35001883,8684.0
2020-05-24,4.0,32210.66249997,329609.9821553,8055.0
2020-05-25,4.0,35843.22857276,367023.42857809993,8958.0
2020-05-26,4.0,31819.728572120006,325516.9999981,7911.0
2020-05-27,4.0,27541.794643099995,281482.1071506,6827.25
2020-05-28,4.0,34154.08035755,349520.2571349,8567.0
2020-05-29,4.0,32889.05833317999,336468.047618,8256.5
2020-05-30,4.0,29290.973214440997,299450.69643393,7352.0
2020-05-31,4.0,24677.98750070299,252406.24999927005,6195.0
2020-06-01,4.0,23949.99107085,244853.0833373,5992.0
2020-06-02,4.0,30503.512500049,311892.60714306997,7607.0
2020-06-03,4.0,30678.332143283995,313702.35713209,8010.0
2020-06-04,4.0,33549.964284127,343193.94643159,8391.714286
2020-06-05,4.0,31523.255357329996,322398.1964387,7920.0
2020-06-06,4.0,25741.203571910002,263268.41072409996,6479.0
2020-06-07,4.0,28108.428570359996,287530.46428573004,7042.0
2020-06-08,4.0,33749.737499106006,345378.20237784,8580.0
2020-06-09,4.0,32776.182142686994,335278.92857523996,8235.0
2020-06-10,4.0,26259.223929000003,268398.28572610003,6606.0
2020-06-11,4.0,22930.530357080996,234145.4642848,5750.0
2020-06-12,4.0,23863.708929129996,243778.98214490002,5955.0
2020-06-13,4.0,34551.36428616501,353664.62499483,8595.0
2020-06-14,4.0,29878.983929188995,305285.39286902995,7435.0
2020-06-15,4.0,27900.453571920007,285210.91072013,6872.0
2020-06-16,4.0,25425.621428313,259754.23213987,6365.0
2020-06-17,4.0,24107.409286395996,246364.19286093,5992.0
2020-05-15,5.0,24941.457142519997,254776.4107153,6258.0
2020-05-16,5.0,26807.576785476005,273903.96428206004,6714.0
2020-05-17,5.0,30933.34880959,316388.2083424,7717.0
2020-05-18,5.0,21799.308928206003,222760.67856843,5457.0
2020-05-19,5.0,24838.596428569996,253796.767863,6988.0
2020-05-20,5.0,24456.997023360003,250421.29762339997,8982.0
2020-05-21,5.0,30362.9699999,310682.70357959997,7837.0
2020-05-22,5.0,29430.12004016,301086.4404735,7360.0
2020-05-23,5.0,34423.41464316999,352167.9714333,8611.0
2020-05-24,5.0,32667.82857098,334288.785711,8180.0
2020-05-25,5.0,36068.02143053,369291.8214143,9013.0
2020-05-26,5.0,32391.244643289985,331376.1071436,8090.0
2020-05-27,5.0,27169.257142360006,277729.49999469996,6763.0
2020-05-28,5.0,34054.08678546,348476.11785090005,8509.0
2020-05-29,5.0,32749.822620630002,335066.797624,8172.0
2020-05-30,5.0,29050.605357345994,297001.28571334,7270.0
2020-05-31,5.0,24584.762499980996,251456.74999311002,6076.0
2020-06-01,5.0,23548.888689396994,240735.32142122998,5909.0
2020-06-02,5.0,29735.34821475699,304028.80355883,7428.666667
2020-06-03,5.0,30200.275596057,308832.35714371,7917.0
2020-06-04,5.0,32676.167857219996,334195.51785771,8160.0
2020-06-05,5.0,30895.64464283999,315975.6785859,7732.5
2020-06-06,5.0,25928.23749990001,265220.76785139996,6435.0
2020-06-07,5.0,32863.408929039,336250.66070611,8219.0
2020-06-08,5.0,33827.05214272901,346152.82142409997,8488.0
2020-06-09,5.0,32517.339286316008,332611.89286314003,8120.0
2020-06-10,5.0,25671.475715020002,262344.60357070004,6479.0
2020-06-11,5.0,22942.187500329994,234275.3392889,5716.0
2020-06-12,5.0,23583.348214589998,240900.69642639998,5903.0
2020-06-13,5.0,34708.482142019995,355223.49999216996,8652.0
2020-06-14,5.0,30122.87321466001,307808.3214347,7489.0
2020-06-15,5.0,27905.608929105998,285264.99999989,6814.0
2020-06-16,5.0,25347.719643780994,258961.67856903,6332.0
2020-06-17,5.0,24245.523572334,247796.76072096,6007.0
2020-05-15,6.0,24657.991071089,251896.19643096,6142.0
2020-05-16,6.0,26460.830356839997,270350.10714710003,6615.0
2020-05-17,6.0,30853.03392901,315576.1785623,7674.0
2020-05-18,6.0,21372.798213829996,218400.60714319997,5348.0
2020-05-19,6.0,22155.21369063,226352.0535744,6417.5
2020-05-20,6.0,23999.629285026003,245690.02142284,8793.0
2020-05-21,6.0,29586.287618610007,302673.62976160005,7629.75
2020-05-22,6.0,28898.0946439,295608.3392845,7237.0
2020-05-23,6.0,33823.97678499,346017.3749921,8431.0
2020-05-24,6.0,32013.98928672001,327580.4642749,8091.0
2020-05-25,6.0,35553.973809204006,363971.67261049995,8879.0
2020-05-26,6.0,31366.885714249984,320833.7142924,7884.0
2020-05-27,6.0,26496.374642860002,270763.3571411,6658.0
2020-05-28,6.0,33159.325595459,339279.11308455997,8323.0
2020-05-29,6.0,32065.74226246,328030.73213250004,8038.0
2020-05-30,6.0,28473.185715303,291072.41071274003,7130.0
2020-05-31,6.0,23522.105356786007,240525.14285349,5837.0
2020-06-01,6.0,23339.557142539998,238590.3869045,5834.0
2020-06-02,6.0,28769.879166789993,294114.9702386,7216.0
2020-06-03,6.0,29409.906547501,300692.91666401003,7710.0
2020-06-04,6.0,32373.933928953993,331112.44642432994,8038.0
2020-06-05,6.0,30750.29285742,314473.0714313,7604.5
2020-06-06,6.0,25456.91785716001,260366.1250004,6341.0
2020-06-07,6.0,32583.974999980997,333406.6249927,8071.0
2020-06-08,6.0,33376.73369069099,341525.3892735,8319.0
2020-06-09,6.0,31937.076786456008,326658.03571791004,7977.0
2020-06-10,6.0,25721.517856820003,262872.9821391,6389.0
2020-06-11,6.0,22504.442857240007,229781.8214295,5619.0
2020-06-12,6.0,23193.014285553007,236892.89285889,5794.0
2020-06-13,6.0,33160.650000087,339292.53572076,8399.0
2020-06-14,6.0,29669.273214823,303320.78571231,7405.0
2020-06-15,6.0,26400.19821426,269781.1071415,6731.0
2020-06-16,6.0,25057.85178606999,255981.9107176,6264.0
2020-06-17,6.0,23973.639643409006,245003.54285959998,5953.0
2020-05-15,7.0,25350.946428540006,258970.375008,6291.0
2020-05-16,7.0,25879.641071087008,264384.62500157,6475.0
2020-05-17,7.0,29926.63154712,306031.4107108,7497.0
2020-05-18,7.0,21409.658928653007,218775.28571690002,5369.0
2020-05-19,7.0,24492.738690700004,250232.2023779,6878.0
2020-05-20,7.0,23908.306547330005,244761.6547626,8818.0
2020-05-21,7.0,30233.782856690013,309361.36309959996,7740.0
2020-05-22,7.0,28347.88035650999,289973.5892861,7087.0
2020-05-23,7.0,34191.12618955999,349783.7380958,8559.0
2020-05-24,7.0,32153.271428590004,329021.9821355,7971.0
2020-05-25,7.0,35281.11428380301,361207.75000877003,8813.0
2020-05-26,7.0,31319.623214650004,320379.660728,7869.0
2020-05-27,7.0,27100.880357480008,276980.8571431,6695.25
2020-05-28,7.0,33367.493572130006,341426.7714294,8375.0
2020-05-29,7.0,32375.510118879993,331187.64881489996,8099.0
2020-05-30,7.0,29021.71249944,296715.46427680005,7266.0
2020-05-31,7.0,23710.148214150006,242461.1785686,5970.0
2020-06-01,7.0,23179.102976230006,236951.8690432,5777.0
2020-06-02,7.0,29681.233928388003,303446.71428806,7413.0
2020-06-03,7.0,29778.598215193,304438.23214207,7827.0
2020-06-04,7.0,32470.760714106993,332124.60712669,8130.0
2020-06-05,7.0,30461.34821392699,311516.69642594,7603.0
2020-06-06,7.0,25320.20178629,258961.62499510002,6322.5
2020-06-07,7.0,32614.471429547004,333726.94641929003,8155.0
2020-06-08,7.0,33523.911903190005,343010.3511771,8343.0
2020-06-09,7.0,32082.441071919995,328171.1785896,7958.0
2020-06-10,7.0,25603.960713883993,261681.8392864,6419.0
2020-06-11,7.0,22353.746428619997,228231.9285674,5592.0
2020-06-12,7.0,23109.280357097,236035.87499853998,5780.0
2020-06-13,7.0,33109.14107207,338786.75000740006,8380.0
2020-06-14,7.0,28957.083927971,295989.3214263,7263.0
2020-06-15,7.0,26040.882142717004,266085.87500417006,6633.0
2020-06-16,7.0,25022.007142639995,255631.69643250003,6221.0
2020-06-17,7.0,23749.117857346013,242697.87500393004,5886.0
2020-05-15,8.0,25136.494642247,256787.7321435,6304.0
2020-05-16,8.0,26779.11428557,273617.9285748,6676.0
2020-05-17,8.0,30536.444642699997,312312.50000440003,7586.0
2020-05-18,8.0,21758.923214050006,222354.82142539998,5424.0
2020-05-19,8.0,24740.819643139996,252793.702386,6974.0
2020-05-20,8.0,24209.302857509996,247863.3428527,8909.0
2020-05-21,8.0,30462.264881549996,311684.22619119997,7815.857143000001
2020-05-22,8.0,29168.139286559992,298382.1607193,7275.0
2020-05-23,8.0,34216.56071434299,350030.93927671004,8589.0
2020-05-24,8.0,31937.798214809987,326775.7857283,8028.0
2020-05-25,8.0,35667.87142737,365187.9107170001,8910.0
2020-05-26,8.0,32029.808928130013,327672.0892829,7977.875
2020-05-27,8.0,26899.041071760003,274910.1785745,6727.0
2020-05-28,8.0,34032.30952376699,348248.31548337004,8540.0
2020-05-29,8.0,32589.419048199994,333404.5119146,8150.0
2020-05-30,8.0,29233.85892814,298866.4107163,7317.0
2020-05-31,8.0,24649.82321411,252137.5714357,6142.0
2020-06-01,8.0,23569.970833571006,240957.14286271,5918.0
2020-06-02,8.0,30214.867857018995,308925.54763146996,7523.333333
2020-06-03,8.0,30230.088094959003,309111.91071555996,7916.0
2020-06-04,8.0,32814.057144074,335625.23213816,8178.0
2020-06-05,8.0,30665.664286359995,313602.4464373,7637.0
2020-06-06,8.0,25172.582142770003,257433.5535633,6355.0
2020-06-07,8.0,32803.96250008402,335652.5357124,8209.0
2020-06-08,8.0,33932.15416672999,347218.8035659,8435.0
2020-06-09,8.0,32511.42142769,332553.6428708,8074.0
2020-06-10,8.0,25583.383928761003,261447.6428517,6438.0
2020-06-11,8.0,22741.56249952,232212.98214019998,5692.0
2020-06-12,8.0,23536.05892848999,240405.053571,5883.0
2020-06-13,8.0,34517.198213056,353252.80357913,8558.0
2020-06-14,8.0,29636.801785632993,302801.94641643,7404.0
2020-06-15,8.0,26867.660714129994,274591.6964306,6757.0
2020-06-16,8.0,25052.660714670998,255930.94642477,6304.0
2020-06-17,8.0,23746.226428682996,242650.98214508998,5929.0
2020-05-15,9.0,25072.032142616998,256126.684527,6261.0
2020-05-16,9.0,25569.625000146993,261199.87499894,6384.0
2020-05-17,9.0,29984.996428959996,306655.1428613,7464.0
2020-05-18,9.0,21317.49642824401,217836.89286019,5319.0
2020-05-19,9.0,24318.01845257,248440.08332935997,6805.0
2020-05-20,9.0,23594.301785962994,241538.67260751,8736.0
2020-05-21,9.0,29870.050000250005,305605.89642570005,7617.0
2020-05-22,9.0,27838.60714356,284728.44643470005,7028.0
2020-05-23,9.0,33807.24702388999,345839.02976139996,8471.0
2020-05-24,9.0,31915.812499462994,326566.99999796,7985.0
2020-05-25,9.0,35051.973215817,358821.51785803004,8745.0
2020-05-26,9.0,31232.43392812001,319468.1607164,7770.857143000001
2020-05-27,9.0,26742.372619139995,273302.0952367,6599.333333
2020-05-28,9.0,32944.12928534998,337083.4714369,8247.0
2020-05-29,9.0,32292.33750027999,330349.4643007,8062.0
2020-05-30,9.0,28887.851785,295318.21429639996,7248.0
2020-05-31,9.0,23201.889285731006,237230.12500416,5796.0
2020-06-01,9.0,23200.03571377,237164.5535653,5796.0
2020-06-02,9.0,29333.478571913,299900.0892803,7287.0
2020-06-03,9.0,29757.626785146007,304242.03572409996,7774.0
2020-06-04,9.0,32126.760118912003,328579.0833402,8038.666667
2020-06-05,9.0,30302.023215214005,309868.21428864,7535.0
2020-06-06,9.0,25123.92500004,256941.83928200003,6291.0
2020-06-07,9.0,32076.266070510992,328175.07141681004,8085.0
2020-06-08,9.0,33071.86845214,338379.50000570004,8271.0
2020-06-09,9.0,32092.144642690007,328258.4464366,7955.0
2020-06-10,9.0,25604.78214282299,261689.44642423,6392.0
2020-06-11,9.0,22234.160714039997,227005.4285732,5561.0
2020-06-12,9.0,23009.48571412001,235010.10714327,5753.0
2020-06-13,9.0,33207.80357065,339812.9285683,8378.0
2020-06-14,9.0,29036.905357262996,296841.42857036,7289.0
2020-06-15,9.0,26233.117857001,268060.23214554,6639.0
2020-06-16,9.0,24957.448213640004,254965.8749996,6191.0
2020-06-17,9.0,23691.47785654,242122.57857046998,5871.0
2020-05-15,10.0,25463.080356929997,260159.1428647,6383.0
2020-05-16,10.0,26869.062499869997,274543.5178587,6705.0
2020-05-17,10.0,31458.874998990002,321797.4285718,7867.0
2020-05-18,10.0,21920.149999980003,223995.1785678,5506.0
2020-05-19,10.0,23292.74464223,238011.0357139,6639.875
2020-05-20,10.0,24865.494285089997,254628.6250111,9102.0
2020-05-21,10.0,31007.55428575,317294.2571292,7954.75
2020-05-22,10.0,29357.860713299997,300543.8928541,7378.0
2020-05-23,10.0,35109.513095500006,359217.1547574,8783.0
2020-05-24,10.0,33764.18392895998,345547.5535744,8397.0
2020-05-25,10.0,36698.738691254,375797.7976192601,9163.0
2020-05-26,10.0,32997.596428879995,337604.21427490003,8222.0
2020-05-27,10.0,27355.255356569996,279558.46428099996,6857.0
2020-05-28,10.0,34677.37642804999,354884.6714351,8636.0
2020-05-29,10.0,33394.41547585,341658.43453,8343.0
2020-05-30,10.0,29774.823215123986,304445.35714377,7419.0
2020-05-31,10.0,23929.453571336002,244685.41073116002,5933.0
2020-06-01,10.0,24660.056546690008,252125.4464286,6127.0
2020-06-02,10.0,29849.875000270004,305231.2678523,7443.0
2020-06-03,10.0,31307.72321515701,320143.64286188997,7991.0
2020-06-04,10.0,33425.130357213,341923.12498988997,8314.0
2020-06-05,10.0,31104.778570649996,318104.30953130004,7847.0
2020-06-06,10.0,26569.66607164,271792.37500440003,6603.0
2020-06-07,10.0,33486.644642148996,342666.23215079994,8353.0
2020-06-08,10.0,34459.75535609,352681.0238152,8620.0
2020-06-09,10.0,32682.866071550005,334281.0535704,8273.0
2020-06-10,10.0,26460.506785830003,270440.6357173,6667.0
2020-06-11,10.0,23216.335714610002,237073.4107138,5790.0
2020-06-12,10.0,23918.744643024005,244323.91071446,5988.0
2020-06-13,10.0,35419.650001047004,362529.17858807,8774.0
2020-06-14,10.0,30417.217856144,310826.75000780995,7590.0
2020-06-15,10.0,28047.239285301,286699.30357631005,6916.0
2020-06-16,10.0,25600.583928276996,261537.30356964,6396.0
2020-06-17,10.0,24562.204643233003,251030.45357314002,6110.0
2020-05-15,11.0,23022.835714137003,235084.27976036997,5707.0
2020-05-16,11.0,24574.680358035996,250992.41071744,6138.0
2020-05-17,11.0,27721.17857135,283358.82143380004,6928.0
2020-05-18,11.0,19857.805357030004,202884.767854,4962.0
2020-05-19,11.0,22398.330357140003,228747.39285509998,6369.0
2020-05-20,11.0,22099.182739059,226101.809532,8131.0
2020-05-21,11.0,27689.979880279992,283218.4023801,7110.0
2020-05-22,11.0,27322.34821382,279429.3571411,6760.0
2020-05-23,11.0,31514.419047559,322255.535706,7864.0
2020-05-24,11.0,29697.200000890003,303700.2678663,7440.0
2020-05-25,11.0,32480.492858799997,332187.82141940005,8124.0
2020-05-26,11.0,29376.30714231,300394.250005,7364.0
2020-05-27,11.0,24545.896428559998,250735.3392844,6133.0
2020-05-28,11.0,30974.451785210003,316818.44048416003,7752.0
2020-05-29,11.0,29860.729999870004,305296.9607263,7438.0
2020-05-30,11.0,26618.571427879993,271977.80357893,6658.0
2020-05-31,11.0,22502.248214585998,230123.35714199,5586.0
2020-06-01,11.0,21355.111309720003,218236.5297581,5378.0
2020-06-02,11.0,27373.533928106004,279758.37500277,6842.0
2020-06-03,11.0,27615.307143527,282244.71428403,7237.0
2020-06-04,11.0,30108.7928576,307832.21428574,7462.0
2020-06-05,11.0,28282.473214753005,289129.57142729,7065.0
2020-06-06,11.0,23581.857142514003,241112.33928179,5873.0
2020-06-07,11.0,20478.414285509996,209312.19642281,5169.0
2020-06-08,11.0,30247.716071869992,309269.9345285,7693.0
2020-06-09,11.0,29203.512499963002,298572.17857363,7361.0
2020-06-10,11.0,23558.09321384099,240664.82857721,5863.0
2020-06-11,11.0,20769.458928559998,211999.9285725,5197.0
2020-06-12,11.0,21504.9892857,219599.53571229998,5372.0
2020-06-13,11.0,31756.569642282993,324898.69641191,7863.0
2020-06-14,11.0,15916.364285297,162416.30357409,3958.0
2020-06-15,11.0,24622.332143270003,251554.28571573,6192.0
2020-06-16,11.0,22888.989285524003,233726.55357351003,5757.0
2020-06-17,11.0,21717.37749999099,221854.40356818997,5460.0
2020-05-15,12.0,25847.751785579007,264120.05356756004,6418.0
2020-05-16,12.0,25769.505357096004,263239.00000609003,6438.0
2020-05-17,12.0,30079.253571430003,307592.1785697,7519.0
2020-05-18,12.0,21553.994643139005,220246.12500005998,5400.0
2020-05-19,12.0,24960.288690941004,255026.34524436,6951.0
2020-05-20,12.0,23925.542263326,244944.36309668998,8887.0
2020-05-21,12.0,30437.999999559994,311441.482134,7837.0
2020-05-22,12.0,28773.52499928,294325.1785739,7151.0
2020-05-23,12.0,34475.810714490006,352704.452384,8627.0
2020-05-24,12.0,32255.86071525,330074.4642897,8041.0
2020-05-25,12.0,35474.312499169995,363228.16666667,8869.0
2020-05-26,12.0,31495.392856979997,322186.767856,7866.0
2020-05-27,12.0,26870.364285959993,274584.7857073,6694.0
2020-05-28,12.0,33280.46071398999,340534.9166731001,8345.0
2020-05-29,12.0,33022.86904781,337862.6964417,8216.0
2020-05-30,12.0,29439.980357385997,301003.928573,7345.0
2020-05-31,12.0,23762.042857056,242976.4107209,5969.0
2020-06-01,12.0,23249.013095259994,237653.0118968,5781.0
2020-06-02,12.0,29856.380357113994,305257.75000007,7465.0
2020-06-03,12.0,29977.89464229301,306499.03570869996,7883.0
2020-06-04,12.0,33162.792856896,339256.76785678,8303.714286
2020-06-05,12.0,31255.746429213,319658.01785413,7803.0
2020-06-06,12.0,25851.43035706,264420.5714377,6430.0
2020-06-07,12.0,32893.06249873599,336552.67857667,8277.0
2020-06-08,12.0,33773.421427559995,345613.65476690006,8444.0
2020-06-09,12.0,33067.814285042994,338280.28572319995,8265.0
2020-06-10,12.0,26215.990356923994,267977.06786272995,6559.0
2020-06-11,12.0,22670.071428599997,231469.8749985,5692.0
2020-06-12,12.0,23555.166071544,240600.28571431,5888.0
2020-06-13,12.0,34018.09285833601,348163.69642679003,8496.0
2020-06-14,12.0,29644.58571411701,302894.78571296,7369.0
2020-06-15,12.0,27148.737500436004,277482.55357265996,6777.0
2020-06-16,12.0,25111.391071493992,256524.03571534,6305.0
2020-06-17,12.0,23811.953214299,243337.9714277,5957.0
2020-05-15,13.0,24750.460595620007,252825.19643217005,6176.0
2020-05-16,13.0,25908.21607122,264672.62499439996,6450.0
2020-05-17,13.0,29805.721428109995,304813.9821408,7391.0
2020-05-18,13.0,21232.819643259998,216964.1785661,5286.0
2020-05-19,13.0,24167.6964281,246898.1369121,6790.0
2020-05-20,13.0,23528.826071753,240867.68570806,8664.0
